F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,class
170.27,166.6,166.57,175.12,156.28,170.48,168.81,172.72,9.3,9.92,8.48,-2.95,-6.81,-2.38,56.45,40.9,-1.54,-50.77,-54.76,-48.75,98.46,82.3,152.65,-18.42,-27.8,154299412.1,1
173.09,168.07,167.52,174.88,156.54,173.46,170.74,172.98,8.32,18.45,11.35,-2.03,-6.52,-1.8,62.14,44.01,-8.46,-32.53,-38.88,-34.97,91.54,85.97,198.9,44.39,35.11,160526623.9,1
174.9,169.99,168.38,174.75,156.81,175.68,172.44,173.26,9.15,18.31,13.4,-1.14,-6.18,-0.96,62.92,45.39,-6.86,-19.02,-36.58,-32.93,93.14,94.38,156.5,53.43,40.96,160554223.9,1
176.73,171.82,169.34,174.71,157.08,177.16,173.84,173.53,10.78,15.6,15.05,-0.07,-5.5,-0.27,62.92,49.77,-13.77,-13.77,-36.58,-32.93,86.23,90.3,131.98,60.03,46.22,160906373.7,0
179.45,173.66,170.62,174.82,157.37,179.09,175.5,173.9,8.32,20.34,18.24,1.11,-4.92,0.42,66.09,55.04,-2.91,-2.91,-27.46,-24.86,97.09,92.15,126.75,75.92,62.94,159485729.9,1
181.58,175.93,172.09,174.99,157.68,181.16,177.28,174.35,5.87,19.97,24.32,2.52,-4.41,1.14,68.52,55.95,-4.15,-4.15,-19.83,-18.12,95.85,93.06,120.08,92.3,82.55,162499634,1
182.25,177.67,173.64,175.11,157.98,181.69,178.27,174.68,2.63,11.66,20.94,3.62,-3.78,1.91,63.27,54.22,-19.91,-19.91,-28.04,-25.38,80.09,91.01,97.28,84.22,76.68,165381344.6,0
183.21,179.05,175.29,175.3,158.3,182.76,179.48,175.08,4.78,13.93,20.38,4.69,-3.14,3.02,65.67,59.14,-12.24,-12.14,-21.06,-19.21,87.76,87.9,82.01,79.66,73.91,162907792.1,1
184.12,180.43,176.73,175.31,158.63,183.41,180.43,175.46,1.77,15.36,22.11,5.94,-2.44,4.03,65.25,62.74,-12.97,-12.86,-21.71,-19.78,87.03,84.96,78.13,84.22,78.74,166068994.5,0
184.34,181.9,178.26,175.56,158.95,183.62,181.09,175.79,-1.25,9.42,18.72,6.9,-1.62,4.73,63.75,60.36,-15.41,-15.28,-23.89,-22.2,84.59,86.46,67.34,76.68,72.8,166471901.4,0
183.38,182.48,179.35,175.78,159.26,182.57,180.98,175.98,-2.28,1.06,9.38,7.18,-0.88,5.38,56.34,56.33,-37.25,-28.14,-35.44,-35.86,62.75,78.12,31.42,51.41,43.55,166172677.3,0
183.29,182.77,180.15,175.98,159.63,182.48,181.22,176.22,-2.62,2.16,11.31,7.46,0.26,5.98,58.95,58.64,-31.44,-21.6,-29.57,-30.02,68.56,71.96,27,50.64,44.01,163677222.8,1
182.67,182.94,180.92,176.15,159.99,182.26,181.33,176.44,-2.89,1.69,12.47,7.93,1.39,6.07,57.98,60.73,-33.91,-23.3,-31.09,-31.54,66.09,65.8,3.83,43.94,36.46,165891833.1,1
181.73,182.93,181.68,176.28,160.34,181.51,181.09,176.58,-4.03,-2.93,5.39,7.81,2.34,6.19,54.28,61.12,-45.38,-29.84,-36.97,-37.38,54.62,63.09,-45.24,36.02,26.55,169345509.6,0
180.59,182.47,181.95,176.32,160.68,180.45,180.59,176.65,-2.14,-6.95,-1.08,7.33,3.41,6.33,51.04,57.94,-76.98,-35.87,-42.39,-42.76,23.02,47.91,-162.61,11,-5.6,168039857.4,0
180.26,181.82,181.91,176.37,161.03,179.91,180.27,176.74,-3.47,-3.94,-1.31,6.77,4.38,6.06,51.92,61.31,-73.26,-34.14,-40.83,-41.21,26.74,34.79,-127.91,17.27,2.95,169836467.6,1
180.57,181.93,182.17,176.39,161.38,181.23,180.92,177.02,2.05,-1.04,3.74,6.33,5.17,5.59,60.12,63.35,-34.11,-15.9,-24.44,-24.93,65.89,38.55,47.06,63.75,61.76,172062913.6,1
181.39,182.03,182.58,176.4,161.73,182.78,181.82,177.36,5.88,1.18,2.95,5.74,5.97,4.97,62.85,66,-18.45,-8.6,-17.88,-18.41,81.55,58.06,82.88,76.96,77.37,173192679,1
182.47,182.1,182.76,176.38,162.07,183.66,182.48,177.68,7.08,1.38,0.13,4.81,6.86,4.38,61.79,67.33,-22.09,-10.3,-19.41,-19.93,77.91,75.12,78.01,78.93,78.05,176444185.9,0
183.26,181.92,182.55,176.24,162.38,183.21,182.45,177.86,3.48,1.82,-0.46,3.99,7.36,3.63,55.15,64.33,-46.28,-21.57,-29.54,-41.66,53.72,71.06,20.18,62.55,54.18,179580930,0
186.82,183.54,183.54,176.37,162.75,187.68,185.02,178.6,12.76,14.34,11.72,3.66,7.91,3.02,70.72,74.76,-5.22,-3.14,-3.14,-3.14,94.78,75.47,234.3,143.82,152.86,168935296.2,1
189.06,184.82,184.26,176.49,163.11,190.14,186.85,179.24,9.18,13.25,10.36,3.2,8.29,2.65,67.95,72.86,-12.17,-7.38,-7.34,-7.34,87.83,78.78,204.13,160.64,172.88,175083389.3,0
191.05,186.22,185.06,176.67,163.48,192.03,188.48,179.89,10.39,15.8,11.77,2.94,8.71,2.39,68.58,72.1,-8.87,-5.38,-5.35,-17.77,91.13,91.25,155.78,162.46,174.51,176669937.9,1
194.2,188.33,186.28,176.94,163.89,195.08,190.79,180.73,18.89,22.85,20.71,3.37,9.14,2.28,72.76,76,-7.95,-5.23,-5.21,-5.21,92.05,90.34,156.64,196.81,217.15,180851432.6,1
197.43,190.35,187.57,177.18,164.28,196.21,192.18,181.42,1.82,19.63,16.16,3.56,9.27,2.08,67.81,72.32,-17.72,-13.78,-11.6,-11.6,82.28,88.49,112.81,180.93,199.69,183174498.9,0
198.1,192.46,188.83,177.57,164.68,197.46,193.6,182.15,4.9,16.1,18.15,3.78,9.5,2.36,69.07,70.63,-12.3,-10.1,-8.06,-8.06,87.7,87.34,91.24,169.91,191.55,180532295.5,1
198.51,193.78,189.92,177.98,165.08,197.34,194.24,182.74,1.3,11.22,17.1,4.23,9.58,2.64,64.01,67.97,-22.5,-18.47,-14.73,-14.73,77.5,82.5,71.65,152.88,176.75,182469799.4,0
198.86,194.96,191.18,178.38,165.47,197.43,194.85,183.32,-3.59,12.18,19.26,5.01,9.71,3,64.49,69.74,-20.75,-17.45,-13.59,-13.59,79.25,81.49,61.54,142.81,170.29,180080864.9,0
198.79,196.49,192.78,178.85,165.88,198.55,195.93,184,2.35,18.5,21.98,5.91,9.94,3.56,67.53,68.83,-9.77,-9.34,-6.12,-10.04,90.23,82.33,73.36,148.15,184.75,178292998.3,1
199.88,198.66,194.58,179.46,166.3,200.35,197.39,184.79,3.97,7.31,20.07,6.53,10.4,4.42,70.23,68.07,-5.5,-4.51,-3.02,-3.47,94.5,87.99,104.27,163.74,211.6,180889664.9,1
200.77,199.43,196.04,180.16,166.74,201.69,198.66,185.55,7.27,9.31,18.49,7.13,10.73,5.36,70.6,67.94,-4.52,-3.72,-2.49,-3.97,95.48,93.4,100.54,157.22,208.48,182217895.5,1
202.56,200.53,197.48,180.84,167.19,203.15,200.01,186.36,8.47,10.26,20.65,7.92,11.19,5.91,72.03,68.73,-0.47,-0.39,-0.26,-0.7,99.53,96.5,96.75,150.26,203.5,183715803.2,1
203.55,201.21,198.71,181.44,167.61,202.95,200.47,186.99,1.76,1.37,20.26,8.72,11.57,6.32,64.95,64.02,-14.93,-12.35,-8.36,-8.36,85.07,93.36,85.61,139.29,192.11,187667849.9,0
201.89,200.34,199.44,181.85,167.99,199.47,199.02,187.21,-11.43,-5.94,-4.12,8.11,11.77,6.48,49.84,54.65,-58.71,-44.75,-30.31,-30.31,41.29,75.29,-97.63,80.82,114.2,179209859.8,0
200.07,199.98,199.31,182.37,168.36,197.92,198.26,187.51,-9.57,-5.16,-0.26,7.7,11.99,6.88,52.56,57.78,-77.1,-37.33,-25.28,-25.28,22.9,49.75,-116.45,73.14,105.9,173823710.8,1
198.61,199.69,199.45,182.97,168.73,197.64,198.04,187.88,-8.98,-0.02,1.28,7.3,11.97,6.25,55.16,57.85,-61.92,-29.98,-20.31,-20.31,38.08,34.09,-75.96,82.46,119.78,176033379,1
197.16,199.86,199.66,183.57,169.09,198.03,198.18,188.31,-3.75,1.21,-2.38,6.41,11.89,5.84,57.07,58.92,-50.47,-24.44,-16.55,-16.55,49.53,36.84,-22.61,93.18,136.75,177982683.2,1
196.37,199.96,199.48,184.22,169.44,198.24,198.27,188.72,6.14,-2.15,0.2,5.8,11.75,5.35,56.83,59.3,-51.53,-24.95,-16.9,-16.9,48.47,45.36,-23.39,87.83,131.14,178151683.2,1
197.12,199.5,199.32,184.78,169.78,197.57,197.9,189.01,1.41,-7.72,-3.75,4.95,11.72,4.37,53.14,60.16,-67.71,-32.79,-22.21,-22.21,32.29,43.43,-96.51,63.97,101.82,178581292.6,1
196.81,198.44,198.84,185.31,170.11,196.13,197.06,189.18,-3.82,-11.11,-3.84,4.15,10.9,3.43,48.98,56.99,-87.35,-42.3,-28.65,-28.65,12.65,31.14,-96.35,56.09,93.94,180345258.4,0
195.84,197.23,198.5,185.86,170.42,194.84,196.18,189.3,-6.55,-13.81,-5.34,3.2,10.1,2.38,47.61,56.6,-92.66,-45.55,-30.85,-30.85,7.34,17.43,-115.95,42.28,78.04,176314358.4,0
195.08,196.12,198.31,186.46,170.76,194.9,195.97,189.52,-3.65,-7.56,-5.8,2.13,9.39,1.79,51.57,59.36,-73.44,-36.72,-24.87,-24.87,26.56,15.52,-76.29,48.94,87.89,175081461.2,1
194.18,195.28,197.84,187.12,171.1,194.64,195.63,189.7,-2.09,1.62,-9.81,0.98,8.51,1.23,50.27,59.96,-79.05,-41.15,-26.77,-26.77,20.95,18.29,-57.8,49.1,89.87,176207942.4,0
194.27,195.69,197.32,187.82,171.46,195.32,195.83,189.98,3.42,1.88,-7.69,-0.02,7.85,0.51,53.95,60.99,-62.54,-37.82,-21.29,-21.18,37.46,28.33,-12.18,60.37,103.98,174437866,1
194.1,195.45,196.46,188.38,171.79,194.35,195.2,190.07,0.14,-4.69,-13.67,-1.34,6.94,-0.67,47.59,55.29,-90.2,-54.54,-30.7,-30.55,9.8,22.74,-63.07,38.76,81.95,174346810.3,0
194.37,195.11,195.58,189,172.12,194.12,194.92,190.21,-1.35,-5.16,-8.91,-2.46,6.33,-1.26,49.46,54.86,-80.48,-49.67,-27.96,-27.82,19.52,22.26,-85,28.38,73.32,171706599.2,1
193.04,194.06,194.56,189.46,172.41,192.18,193.72,190.14,-5.81,-10.33,-4.19,-2.47,5.65,-2.18,42.5,51.71,-94.73,-70.45,-46.3,-39.45,5.27,11.53,-195.24,1.99,49.69,174658661,0
191.35,192.76,194.07,189.75,172.7,190.02,192.26,189.96,-11,-10.53,-9.12,-2.81,4.73,-2.9,39.54,52.01,-96.55,-87.56,-55.74,-45.2,3.45,9.41,-219.51,-23.01,29.17,171877820.3,0
189.52,191.9,193.55,190.08,173,189.2,191.4,189.87,-4.85,-5.72,-9.54,-3.22,3.7,-2.68,42.59,43.67,-83.95,-88.83,-50.73,-41.14,16.05,8.26,-137.89,-18.46,35.95,168071503.3,1
188.65,191.37,192.91,190.46,173.31,188.81,190.79,189.8,-5.6,-4.21,-10.76,-3.55,2.73,-2.72,43.41,45.03,-80.57,-86.47,-50.5,-40.04,19.43,12.98,-106.71,-21.79,36.81,167307119.8,1
187.86,191.12,192.25,190.76,173.63,189.1,190.59,189.79,1.36,-5.32,-8.97,-3.9,1.77,-2.8,46.13,45.72,-69.22,-78.78,-53.87,-36.48,30.78,22.09,-70.71,-16.31,43.77,167271102.6,0
187.5,190.27,191.39,190.9,173.93,188.25,189.85,189.66,0.84,-7.6,-9.69,-4.13,0.84,-3.19,41.94,39.42,-89.82,-93.64,-64.02,-43.36,10.18,20.13,-78.2,-29.61,35.68,168445714.2,0
187.62,189.49,190.68,191.02,174.24,187.59,189.21,189.53,-1.26,-10.4,-6.98,-4.25,0.48,-3.57,41.63,40.9,-89.47,-93.36,-64.8,-43.89,10.53,17.16,-83.98,-41.49,28.29,165006671.8,0
188.1,188.81,190.44,191.22,174.55,188.38,189.34,189.55,1.91,-2.44,-2.3,-4.13,0.11,-3.55,47.97,42.74,-62.44,-76.31,-52.97,-35.87,37.56,19.42,-27.76,-20,44.9,163591750.5,1
187.69,188.17,189.99,191.28,174.86,187.58,188.73,189.41,-3.7,-7.67,-9.02,-4.26,-0.52,-3.32,42.57,42.06,-91.75,-94.8,-65.8,-44.56,8.25,18.78,-50.26,-35.19,34.69,167279860.1,0
186.48,187.17,189.18,191.25,175.16,186.27,187.81,189.18,-2.88,-4.67,-10.48,-4.28,-1.39,-3.06,39.75,40.3,-87.77,-91.69,-73.31,-49.65,12.23,19.34,-129.31,-74.89,6.91,162396825.1,0
186.45,186.98,188.63,191.32,175.43,186.3,187.55,189.07,0.08,0.68,-10.32,-4.38,-2.12,-2.85,44.38,39.9,-71.63,-80.73,-64.54,-43.71,28.37,16.28,-70.35,-54.91,21.07,160887453.6,0
186.74,187.18,187.99,191.38,175.69,186.78,187.58,189.02,-2.24,0.17,-4.68,-4.04,-2.7,-2.68,46.58,38.35,-60.88,-75.28,-60.19,-40.76,39.12,26.57,-23.82,-42.59,29.32,161618108.1,1
187.59,187.85,188.12,191.57,175.97,189.26,188.79,189.22,8.25,6.18,0.58,-3.67,-2.97,-2.92,55.66,43.3,-5.74,-49.03,-39.2,-26.55,94.26,53.92,166.23,5.98,62.51,162917986.2,1
188.72,188.2,187.98,191.72,176.24,190.05,189.3,189.32,7.98,1.95,3.31,-3.38,-3.3,-2.84,51.87,40.58,-26.23,-59.52,-47.58,-32.23,73.77,69.05,202.36,11.04,65.76,165436285.7,0
190.82,188.65,188.39,191.99,176.52,191.42,190.19,189.51,7.79,7.63,8.47,-2.71,-3.68,-2.69,55.08,44.45,-7.64,-34.9,-39.43,-26.7,92.36,86.8,140.75,3.66,61.57,161554533.1,1
192.06,189.25,188.88,192.2,176.78,191.8,190.62,189.63,4.83,6.26,5,-2.15,-3.96,-2.16,52.67,50.03,-19.47,-40.31,-44.62,-30.22,80.53,82.22,126.24,9.04,65.12,164821935.7,0
194.76,190.75,189.86,192.59,177.07,194.95,192.55,190.08,7.02,11.29,13.2,-1.23,-4.06,-1.22,62.27,54.38,-6.34,-6.34,-16.57,-11.22,93.66,88.85,208.15,83.06,109.54,162822776,1
196.39,191.99,190.88,193.03,177.36,197.41,194.33,190.56,10.72,16.37,12.67,-0.39,-3.91,-0.48,63.28,53.63,-2.49,-2.49,-13.02,-8.82,97.51,90.57,189.11,110.97,126.35,165461220.5,1
198.9,193.81,191.92,193.55,177.65,199.67,196.12,191.1,10.02,20.53,17.65,0.66,-3.84,0.16,64.97,53.7,-8.39,-8.39,-7.42,-4.83,91.61,94.26,169.09,130.95,136.74,167927974.9,1
200.96,195.89,193.2,194.06,177.94,201.28,197.64,191.62,11.94,18.12,18.2,1.63,-3.17,0.66,65.26,54.02,-7.14,-7.14,-7.41,-11.63,92.86,93.99,125.22,122.18,130.49,168848664.5,1
204.35,198.21,194.86,194.58,178.25,204.01,199.8,192.32,8.24,21.77,19.53,2.47,-2.24,1.61,69.64,58.82,-2.72,-2.72,-2.64,-9.21,97.28,93.92,132.88,171.2,157.31,171647132.6,1
206.74,200.75,196.52,195.12,178.58,207.07,202.23,193.14,10.84,18.96,27.21,3.86,-1.27,2.64,72.41,63.11,-3.83,-3.83,-3.74,-2.34,96.17,95.44,137.66,210.48,181.34,174396231.7,1
209.11,202.75,198.53,195.7,178.89,209.44,204.41,193.97,10.01,22.56,30.54,5.44,-0.19,3.55,73.13,64.43,-0.79,-0.79,-0.77,-6.31,99.21,97.55,120.21,206.19,182.1,175856371.6,1
211.62,205.26,200.9,196.39,179.22,211.88,206.65,194.86,12.25,22.58,30.37,7,0.83,4.63,74.91,64.34,-3.2,-2.93,-2.93,-2.74,96.8,97.39,125.97,228.54,197.38,178616106.1,1
214.38,207.67,203.18,196.82,179.55,214.01,208.76,195.78,8.79,25.73,30.56,8.36,2.1,5.95,75.95,65.79,-0.12,-0.11,-0.11,-0.07,99.88,98.63,109.28,209.63,191.37,179423818.2,1
214.99,209.67,204.95,197.17,179.85,213.52,209.45,196.43,-0.64,11.3,18.32,9.04,3.14,6.73,65.15,59.96,-18.49,-15.71,-15.71,-9.99,81.51,92.73,73.23,163.91,167.45,183390228.5,0
214.6,210.67,206.16,197.48,180.1,212.76,209.78,197.01,-2.96,8.88,19.6,9.67,3.95,7.28,62.93,62.28,-23.62,-19.3,-19.3,-12.28,76.38,85.92,57.15,145.06,155.95,181303151.6,0
214.46,211.78,207.73,197.72,180.37,213.01,210.45,197.66,-3.24,9.32,19.34,10.08,5.12,7.52,65.13,62.78,-16.06,-13.12,-13.12,-8.35,83.94,80.61,61.48,150.93,159.56,177278582,0
213.19,212.4,208.88,197.96,180.63,212.13,210.44,198.16,-7.9,5.89,17.83,10.58,6.38,7.88,59.86,64.61,-29.44,-21.62,-21.62,-13.75,70.56,76.96,33.43,124.76,141.64,175640415.7,0
212.11,213.24,210.34,198.22,180.9,212.38,210.88,198.74,0.32,3.38,11.62,10.52,7.59,8.2,62.47,68.04,-22.44,-14.84,-14.84,-9.44,77.56,77.36,26.99,120.74,139.54,172810032.9,0
211.9,213.45,211.07,198.51,181.17,212.09,211,199.24,0.3,-1.66,9.18,10.38,8.72,8.46,60.21,66.03,-38.1,-18.49,-18.49,-11.88,61.9,70.01,0.01,104.18,129.36,173872628.3,0
213.27,213.93,212.19,198.92,181.49,214.08,212.28,199.98,4.56,3.87,13.88,10.24,9.63,8.31,66.57,68.56,-1.9,-0.92,-0.92,-3.59,98.1,79.19,102.7,140.81,156.78,175074040.1,1
213.68,214.07,213,199.21,181.79,214.57,212.88,200.59,5.17,-1.19,11.06,9.96,10.38,8.17,62.44,65.83,-23.6,-12.04,-12.04,-7.8,76.4,78.8,95.04,134.1,152.24,177957625.4,0
214.24,213.72,213.63,199.4,182.05,214.12,212.94,201.08,0.34,-5.07,3.72,9.36,10.97,7.68,58.77,66.49,-42.13,-18.1,-18.1,-11.73,57.87,77.45,5.6,106.71,132.86,175199335.2,0
214.97,213.54,214.13,199.64,182.36,214.92,213.59,201.69,4.99,3.97,3.33,8.44,11.8,7.17,62.15,68,-30.9,-9.53,-9.53,-6.17,69.1,67.79,42.15,111.55,137.12,174158803.7,1
215.37,213.63,214.15,199.79,182.64,214.44,213.57,202.15,-4.57,2.26,-0.7,7.23,12.12,6.35,57.5,64.12,-56.34,-17.38,-17.38,-11.26,43.66,56.88,1.73,100.94,128.84,176108072.7,0
214.59,213.93,214.15,200.02,182.94,214.35,213.68,202.62,-1.37,0.68,-2.56,5.97,12.4,5.36,58.27,67.61,-50.55,-15.59,-15.59,-19.55,49.45,54.07,-33.61,90.54,121.72,169385345.4,0
215.98,214.83,214.56,200.62,183.29,217.08,215.29,203.4,9.31,12.14,4.24,4.96,12.78,4.78,66.2,72.58,-24.75,-11,-10.26,-7.03,75.25,56.12,269.8,144.68,169.83,175334602.5,0
218.12,216.18,214.96,201.2,183.62,219.35,216.85,204.2,7.38,11.03,11.35,4.69,13.12,3.97,67.31,72.15,-17.45,-7.93,-7.24,-4.95,82.55,69.08,206.6,137.15,167.32,174075921.8,1
219.32,217.15,215.68,201.71,183.96,220.41,217.88,204.92,9.03,10.99,11.29,4.37,13.13,3.12,65.01,70.53,-24.75,-11.68,-10.26,-7.37,75.25,77.68,138.34,124.35,159.94,175540152.6,1
220.89,218.13,216.4,202.16,184.29,220.71,218.51,205.56,7.14,3.26,7.82,3.93,12.97,2.55,63,67.05,-31.99,-15.66,-13.37,-9.17,68.01,75.27,104.01,115.19,154.35,175336018,0
220.39,217.49,216.27,202.42,184.52,217.71,217.27,205.81,-10.82,-3.85,1.32,3.29,12.45,2.17,49.73,61.61,-82.2,-40.23,-34.34,-23.56,17.8,53.68,-20.86,72.49,115.35,173673372.4,0
217.88,216.93,216.24,202.7,184.76,215.13,215.94,205.97,-13.94,-3.25,-2.91,2.73,11.8,1.63,47.77,59.22,-79.83,-48.45,-38.14,-26.16,20.17,35.33,-109.89,42.3,87.18,166062770.4,0
213.4,215.76,215.42,202.86,184.97,210.58,213.31,205.79,-21.04,-15.04,-10.05,1.99,10.71,1.14,39.58,54.82,-99.88,-77.71,-56.63,-38.84,0.12,12.7,-186.35,4.51,51.62,165744040.6,0
209.43,214.38,214.79,203.07,185.19,207.95,211.38,205.67,-18.62,-10.79,-15.36,0.87,10,0.53,41.14,50.85,-75.9,-75.9,-53.97,-37.02,24.1,14.8,-178.99,-8.55,39.35,155815826.9,0
203.91,212.4,213.05,203.05,185.33,203.2,208.17,205.2,-18,-20.48,-21.85,-0.4,8.95,-0.02,34.13,45.35,-90.24,-90.24,-73.59,-50.48,9.76,11.33,-187.66,-49.1,-0.22,158523615.3,0
202.59,211.49,212.31,203.26,185.51,203.83,207.61,205.2,-4.87,-17.43,-8.12,-0.85,8.08,-0.56,46.55,50.44,-59.79,-59.79,-48.76,-33.44,40.21,24.69,-109.18,-18.22,28.82,155436574.7,1
199.42,208.65,210.94,203.21,185.64,200.6,205.16,204.76,-7.35,-29.77,-22.39,-1.84,7.08,-1.19,38.94,45.42,-89.09,-89.09,-72.66,-50.01,10.91,20.29,-110.51,-38.44,7.02,164196574.7,0
198.8,206.1,209.65,203.33,185.78,199.85,203.92,204.51,-4.34,-24.16,-15.13,-2.4,6.08,-1.44,42.83,45.05,-77.78,-77.78,-63.43,-43.66,22.22,24.45,-91.14,-38.5,6.04,157687938.3,1
198.72,204.07,208.85,203.51,185.95,200.67,203.63,204.43,8.6,-19.02,-11.88,-2.76,5.32,-1.75,46.25,45.17,-67.25,-67.25,-54.84,-37.75,32.75,21.96,-51.89,-13.05,31.51,160358770.8,1
200.57,202.24,208.05,203.8,186.14,201.43,203.5,204.37,-2.14,-8.75,-19.57,-3.67,4.16,-2.07,46.82,45,-65.51,-65.51,-53.42,-40.77,34.49,29.82,-40.45,-10.01,35.06,162203083.7,1
199.08,200.84,206.27,204.04,186.3,200.18,202.44,204.11,3.55,-12.28,-26.22,-5.12,2.96,-2.63,42.87,41.71,-79.6,-79.6,-64.91,-51.15,20.4,29.22,-63.11,-38.6,6.75,163924779.1,0
199.44,199.43,204.27,204.21,186.46,198.76,201.26,203.79,-2.43,-5.55,-26.59,-6.57,1.92,-3.7,41.62,40.3,-84.28,-84.28,-68.73,-54.16,15.72,23.54,-70.47,-50.11,-4.76,163456074.3,0
196.28,197.54,201.42,204.09,186.55,193.35,197.85,202.95,-19.78,-20.18,-38.8,-8.37,0.21,-5.34,33.52,37.78,-94.13,-94.13,-94.13,-78.3,5.87,14,-177.24,-122.92,-85.2,161364879.8,0
191.6,195.16,198.39,203.88,186.61,188.54,194.41,202.01,-24.02,-14.77,-32.77,-9.68,-1.5,-6.89,31.74,37.1,-96.93,-97.23,-97.23,-93.16,3.07,8.22,-178.31,-134.79,-102.18,157608855.7,0
186.52,193.54,195.95,203.7,186.65,184.88,191.34,201.05,-20.14,-27.55,-32.42,-10.81,-3.24,-8.45,31.05,35.53,-98.83,-99.13,-99.13,-95.83,1.17,3.37,-168.73,-147.5,-119.27,153476012.3,0
185.69,192.39,194.78,203.85,186.76,187.77,191.75,200.76,-2.38,-0.58,-7.93,-10.73,-4.89,-8.68,45.66,43.87,-46.76,-67.33,-67.33,-65.09,53.24,19.16,-61.67,-91.5,-57.52,147036998.2,1
185.25,192.35,194.22,203.92,186.87,189.75,192.11,200.48,11.21,-4.63,-8.97,-10.49,-6.47,-8.89,45.8,42.9,-44.97,-66.97,-66.97,-64.75,55.03,36.48,-9.27,-66.02,-28.65,152298946.7,0
187.16,191.72,193.46,204.04,186.98,190.51,192.09,200.15,13.1,-10.27,-1.67,-9.71,-8.08,-8.67,44.64,42.79,-47.02,-70.35,-70.35,-68.01,52.98,53.75,-1.17,-68.34,-29.86,152899077,0
191.22,191.41,193.86,204.35,187.11,193.43,193.4,200.12,21.73,-3.68,-5.82,-9.62,-9.35,-8.21,50.4,43.09,-21.33,-55.97,-55.97,-54.11,78.67,62.23,27.94,-53.88,-11.27,149311239.2,1
197.02,191.77,193.96,204.76,187.29,197.8,195.79,200.37,12.98,8.85,12.4,-8.28,-9.94,-7.08,55.42,46.79,-0.47,-41.55,-41.55,-40.17,99.53,77.06,127.01,3.35,50.85,153429262.9,1
200.5,193.1,195.16,205.22,187.52,202.17,198.54,200.78,17.19,14.99,12.56,-7.22,-10.1,-6.56,58.17,49.2,-4.44,-32.83,-32.83,-31.74,95.56,91.25,141.2,27.64,77.16,158946932.8,1
204.8,195.03,196.37,205.64,187.8,206.52,201.57,201.35,23.2,32.71,12.93,-6.26,-9.66,-4.86,60.74,49.55,-2.41,-24.27,-24.27,-23.46,97.59,97.56,153.97,60.31,109.69,163509025.8,1
208.9,198.03,197.1,206.06,188.07,208.53,203.57,201.79,13.27,33.61,9.59,-5.14,-9.33,-3.46,58.33,49.67,-12.58,-29.61,-29.61,-28.63,87.42,93.53,128.45,55.34,105.04,166729606.8,0
211.04,201.13,197.6,206.38,188.33,209.02,204.74,202.11,3.47,32.46,12.32,-3.66,-8.6,-2.45,56.08,48.56,-18.85,-34.66,-34.66,-33.51,81.15,88.72,83.25,20.56,70.42,163785553.6,1
212.97,205,198.92,206.85,188.59,211.41,206.82,202.66,5.26,22.63,20.25,-1.86,-8.16,-1.36,60.12,47.78,-3.6,-22.38,-22.38,-21.64,96.4,88.32,85.39,41.4,90.37,167679374.7,1
214.77,207.63,200.63,207.22,188.87,214.24,209.2,203.34,4.67,26.17,37.38,1.07,-6.95,-0.21,62.37,48.62,-0.67,-15,-15,-14.5,99.33,92.29,99.3,80.86,126.94,172612350.8,1
215.18,209.99,203.12,207.52,189.1,215.24,210.66,203.88,4.72,25.23,38.33,3.81,-6.03,0.92,59.79,48.21,-7.76,-20.24,-20.24,-19.57,92.24,95.99,86.99,77.24,123.78,176593908.6,0
214.95,211.92,205.43,207.66,189.32,213.96,210.79,204.18,1.39,12.12,33.85,6.35,-5.43,2.45,54.42,46.72,-21.24,-24.35,-31.9,-31.58,78.76,90.11,48.34,36.72,84.58,173973722.6,0
216.26,213.65,208.22,207.91,189.51,214.83,211.84,204.66,0.38,10.03,23.01,7.54,-4.68,4.41,58,51.65,-9.69,-9.37,-21.63,-21.63,90.31,87.1,47.86,43.09,91.16,171063015.2,1
216.93,214.95,210.08,208.11,189.72,216.39,213.24,205.24,-0.37,8.61,25.8,8.88,-3.68,6.17,59.95,53.23,-3.58,-2.55,-15.73,-15.73,96.42,88.5,79.65,70.13,117.81,175782166.3,1
217.46,216.12,212.14,208.29,189.94,218.45,214.94,205.92,5.31,7.34,30.54,10.12,-2.53,7.41,61.89,57.39,-6.84,-5.05,-9.69,-9.69,93.16,93.3,106.78,89.8,137.01,180662328.2,1
219.37,217.27,214.62,208.55,190.2,221.23,217.09,206.74,15.39,14.24,27.51,11.4,-0.5,8.31,64.47,58.26,-1.12,-0.84,-1.33,-21.57,98.88,96.16,135.29,113.22,157.63,182989087.6,1
224.95,219.95,217.48,209,190.51,227.25,221.13,208.02,22.74,29.3,32.77,12.19,2.04,9.82,70.79,65.28,-3.01,-1.8,-1.8,-7.03,96.99,96.35,209.35,178.3,220.46,193088852.3,1
229.97,223.12,219.99,209.47,190.84,232.06,224.87,209.34,22.16,25.51,30.77,12.89,4.77,11.07,71.83,63.05,-5.82,-3.45,-3.45,-3.45,94.18,96.68,179.84,195.26,237.09,199940852.3,1
